"0","1","2","3","4"
3.72482488674963e-253,1.04160936534535e-44,6.35372182892574e-78,4.57910506932995e-171,1
0.999233742257038,1.48739542366161e-222,9.18339422071577e-55,0.000766257742962272,6.99413668855003e-286
3.72716277684557e-25,2.57765030978132e-128,1.30820134280419e-21,1,9.1664994527066e-167
3.00265294957177e-59,9.71199008223872e-25,0.999999999999988,1.20546895074364e-14,1.08555493027786e-29
5.34025402667567e-302,3.65227909354317e-55,2.78964308904561e-114,4.07388819672359e-217,1
7.11650179962202e-39,6.72120070325008e-53,0.977888328492064,0.0221116715079358,2.88050176403745e-69
8.48459999325387e-62,1.06615163523425e-44,1,2.37826904699106e-45,1.76287020546082e-32
6.12440330109005e-114,1.47560061870877e-74,1,3.75777425635111e-51,7.26590419481736e-74
3.85558493421524e-207,1.6907359248337e-34,2.20455178929676e-42,1.72736144975123e-126,1
9.39605644273715e-24,1.82044400892325e-63,1.30009356154296e-05,0.999986999064385,2.87543362073815e-82
8.91090424442037e-159,4.38231136603367e-24,3.64927837792051e-06,1.09179421488077e-80,0.999996350721622
6.68657531310294e-233,5.89383050119973e-43,4.51394148168589e-72,1.64690972931957e-160,1
4.70013549078278e-142,3.30476932954872e-44,1,5.98026591027456e-66,3.70279922084828e-31
7.56401926787069e-144,1.07032031960735e-43,1,1.55220769047674e-66,1.98217487335456e-30
5.93177534208021e-37,1.51774299070285e-84,1.50755724826677e-07,0.999999849244275,6.52842701897872e-111
8.04951538417894e-59,7.33547405238537e-25,0.999999999999983,1.66357191400284e-14,7.27201777817477e-30
4.32160575539379e-88,5.25931518700395e-07,1.04112334801153e-10,2.10685136192138e-36,0.999999473964369
6.62406075152996e-52,7.89557595798898e-27,0.999999999996981,3.01875478465816e-12,1.12735302995785e-32
4.90934322028479e-101,1.40508039077888e-100,1,2.53934203455481e-41,2.15787431631358e-110
7.21529620846792e-49,2.3711967377504e-05,0.98752952343705,7.1328139373015e-17,0.0124467645955719
1.10102953794512e-120,1.22632975018285e-72,1,2.3534308307122e-53,3.99742188969931e-71
9.2069513068134e-15,8.26040609443404e-171,5.45540935499096e-35,0.999999999999991,4.35861844926212e-221
4.95648938788053e-37,1.78652637702807e-84,1.6448063626946e-07,0.999999835519364,7.9381275090399e-111
9.6928127849231e-50,1.91052487260394e-27,0.999999999984615,1.53849334829349e-11,1.487043724531e-33
4.64479852752646e-193,1.65239275431223e-39,1.46242999152553e-60,9.57461836803779e-140,1
2.14962291144006e-99,2.39021948427206e-56,1,5.14027773992197e-52,1.72333774808672e-48
1.36302351659594e-87,5.80895456853449e-07,1.45085907753461e-10,3.83376349853278e-36,0.999999418959457
2.07319899385177e-44,2.60083601410141e-51,0.999650909711993,0.000349090288006939,5.27162752719343e-67
2.53018155823174e-202,4.41490372806122e-34,5.43247346531345e-41,5.5963597596249e-124,1
1.68264074026569e-128,2.05547416451004e-70,1,6.58865996788849e-56,5.98706877960192e-68
4.02293546563936e-216,2.82394113250845e-35,5.6040062880199e-45,3.60116662693896e-131,1
0.99999999999986,6.88765323453373e-109,7.18158220195481e-36,1.4023030255329e-13,3.56620335748142e-134
1.33556801037088e-175,9.0648334155635e-32,2.85291483667123e-33,4.73106470832322e-110,1
3.26223631845527e-78,3.76453671481142e-06,7.43491225727529e-08,2.96287005960644e-31,0.999996161114163
9.1002624669177e-26,9.26913599854371e-128,2.59237635054363e-21,1,4.25285030197574e-166
2.57697614802464e-205,2.4322280577207e-34,7.42299774681698e-42,1.54359888840103e-125,1
1.46133831410187e-77,2.9329242049378e-107,1,1.18039189014135e-33,6.26666111114265e-120
1.52558688163448e-30,2.5261709288379e-57,0.024622197953818,0.975377802046182,6.69970702029163e-75
2.70259185950235e-34,5.09755327626632e-120,3.54868745398437e-17,1,8.12980336987818e-157
1.56682782507636e-126,1.59803821033476e-27,4.28265884879514e-19,1.77248489457496e-84,1
1.92632344423372e-33,5.03713975425085e-55,0.346241135676316,0.653758864323684,4.15183051096864e-72
6.0660337831088e-128,3.18671181310927e-48,1,2.43096240850999e-61,6.84772188864107e-37
6.88509677292071e-127,7.14784707371995e-71,1,2.21464273292304e-55,1.32531212715814e-68
1.22398980308685e-208,1.25435072374715e-34,8.13671378697015e-43,2.86090343019387e-127,1
5.72950303402493e-86,8.02782040805805e-07,4.27264352613008e-10,2.69035050026299e-35,0.999999196790695
1.53271530068172e-28,4.01417632439441e-59,0.00271967371517194,0.997280326284828,4.64643542235349e-77
4.54849868664611e-134,3.9186447048369e-24,0.995961934153375,5.87526611390897e-69,0.00403806584662503
4.33141606481734e-110,5.30268397981243e-98,1,2.80061390598617e-44,1.02962131943975e-106
7.16307864351622e-149,3.14629319259278e-23,0.0026488236489881,1.58453342961769e-75,0.997351176351012
3.9186320228789e-267,6.42862484480299e-46,5.81714975605869e-82,2.3759602582339e-178,1
1.35866568623263e-20,1.62137188136815e-165,3.67538611249867e-32,1,9.68341470851285e-215
7.05624089169545e-130,2.52762882942223e-25,0.999919465741753,1.37724717470639e-67,8.05342582472819e-05
1.12220326708095e-52,1.30863378642341e-26,0.99999999999831,1.69034826563035e-12,2.31913493238931e-32
4.67326918673045e-22,5.2491774641429e-65,1.95418878108798e-06,0.999998045811219,4.09250595726315e-84
1.2616306198421e-22,1.49867114061808e-97,1.69136573757692e-14,0.999999999999983,1.65942695501267e-126
3.08042679129217e-33,6.43658161418797e-88,2.37690839138918e-09,0.999999997623092,5.89931165156919e-115
1.90818183738091e-30,1.88066187787426e-90,1.05118200215239e-10,0.999999999894882,5.3935608770001e-118
7.10517059505172e-119,3.74595277707271e-73,1,9.17983134163423e-53,7.35356449076208e-72
6.83888623449041e-140,8.00953724310533e-45,1,3.04220069432488e-65,4.89541563071277e-32
1,7.71111719159594e-168,7.29594471885278e-31,7.51273427104161e-29,1.58154937877612e-193
1.38942874534984e-166,5.46591178621777e-31,1.14921744839581e-30,2.36845246680547e-105,1
9.60623516902112e-158,5.38345128546534e-24,7.25335882474445e-06,3.7698118503944e-80,0.999992746641175
8.3246492162609e-264,7.3720209654325e-52,3.01768454657697e-103,3.27391798885625e-197,1
1.1949664594655e-78,2.67818218106911e-129,1,2.14670324672957e-28,8.99974735465749e-151
1.24710496386942e-39,4.08696586417631e-82,2.99885304664974e-06,0.999997001146953,5.35622016519726e-108
1.58999591219322e-28,1.75189112203217e-33,0.9998692117134,0.000130788286600349,3.57239623375569e-42
4.87225277952884e-58,4.39430056092711e-25,0.99999999999997,2.99540749863332e-14,3.49910837915195e-30
1.34196962376374e-21,1.81598078117829e-35,0.976448746108397,0.0235512538916032,5.30179330967071e-45
3.68298606572184e-95,1.33893200499174e-124,1,8.68312315302456e-34,4.59665279235522e-144
4.91935668335813e-204,3.13934048099291e-34,1.74024086092836e-41,7.1787984932015e-125,1
2.03137267759667e-30,1.77683981988114e-90,1.0197612236492e-10,0.999999999898024,5.03851917861712e-118
3.49025098347768e-141,1.01002056869339e-22,0.331532364397731,1.32845903771202e-71,0.668467635602269
1.27058510214059e-54,4.68436332087757e-26,0.999999999999609,3.91133779659198e-13,1.43212654055892e-31
1.28874849406044e-47,4.7507544375504e-28,0.999999999924007,7.59929168844195e-11,2.03935039376755e-34
1.56654311382094e-143,8.70019869865182e-44,1,1.96891958008598e-66,1.47461712712201e-30
1.54825642915066e-37,5.1369511783271e-84,2.89226726071728e-07,0.999999710773274,2.81669115352232e-110
1.50443154911325e-110,3.57307530590091e-53,1,1.16786743399425e-55,5.86758763400628e-44
6.6645428727789e-243,8.03380764860657e-44,5.82214657666058e-75,1.00970067035634e-165,1
1.08802890807789e-36,1.42831281814404e-53,0.892503928178545,0.107496071821455,3.2824098765375e-70
1.34132537883514e-224,3.08206369110494e-42,1.13018072218811e-69,3.49639372792423e-156,1
1.75660610571822e-230,9.54480501158764e-43,2.25712282194045e-71,3.00353431883495e-159,1
3.96795684871944e-149,2.99064642738879e-23,0.00223392025507532,1.1649034632451e-75,0.997766079744925
1.14190030724054e-131,5.74145190567223e-28,1.404398872208e-20,3.72487683582039e-87,1
6.47519444088931e-60,1.50285585364207e-24,0.999999999999993,7.30357881760319e-15,2.02459976503539e-29
0,0,0,0,0
6.77470561527221e-138,2.1656674285846e-45,1,1.36495160059018e-64,7.56634476708753e-33
9.89951725802859e-31,2.58124063455875e-156,3.03915678952602e-27,1,1.04726622034523e-203
7.77832705088282e-109,5.43128609426894e-26,5.54820750318911e-14,2.95930518822982e-75,0.999999999999944
1.63269199135237e-40,2.00827300597003e-52,0.993487031387689,0.00651296861231059,1.3651470291411e-68
5.01146168246839e-278,4.33531863054938e-53,2.35134520267033e-107,1.26992568662195e-204,1
2.42469466700435e-120,5.48540424410785e-27,2.62987785556268e-17,2.98162940563721e-81,1
9.46521969960293e-246,4.5551251265643e-44,8.75756411029097e-76,3.31191897768402e-167,1
2.44982952525294e-38,2.73853181768343e-83,7.07361389812529e-07,0.99999929263861,2.09535689962926e-109
4.11337269439854e-45,4.12193850317735e-51,0.99979415595947,0.000205844040530122,1.01723958921336e-66
1.77983138104864e-22,3.27499006463814e-35,0.98773133452179,0.0122686654782098,1.22432802015823e-44
8.84113429818149e-39,6.90711652022249e-83,1.1597086801347e-06,0.99999884029132,6.35375047275252e-109
1.61080438618124e-51,0.000115267437870465,0.874567893770892,8.94874286946234e-18,0.125316838791238
2.40716386327976e-145,6.20983433229205e-23,0.0271746029119035,1.07793197137065e-73,0.972825397088097
4.22100665518701e-162,2.25952782069331e-24,3.99704263915677e-07,2.0206858321699e-82,0.999999600295736
1.20873988394655e-137,1.83668058000966e-45,1,1.64909913356156e-64,5.98038576119373e-33
9.50805234353365e-31,3.07841224560406e-123,6.75833697947965e-19,1,1.12239009010722e-160
2.04985393179234e-31,1.45126527745445e-56,0.0615568803793235,0.938443119620677,5.49350028834224e-74
5.08389649873728e-115,6.69108283029221e-52,1,4.04536680173744e-57,3.84613794791265e-42
2.28996313196993e-49,3.25636082849069e-05,0.98032978144799,4.8788616381397e-17,0.0196376549437252
2.82068523896893e-202,4.45662358621098e-34,5.60576412644396e-41,5.92251982934227e-124,1
9.21273933552695e-129,1.21672358725782e-25,0.999971642034843,3.18779070399572e-67,2.8357965156492e-05
8.52965205719929e-203,4.01844052823992e-34,3.96798825301203e-41,3.17539029223556e-124,1
3.49890395153768e-31,9.17133788851475e-57,0.0484800356242042,0.951519964375796,3.15977073066345e-74
4.26951339389872e-215,3.46438796570035e-35,1.10883890630653e-44,1.23333454739986e-130,1
1.02713529737115e-162,1.99941725116346e-24,2.65712360210521e-07,9.67406240060527e-83,0.99999973428764
1.63457425798132e-98,6.00867096982777e-79,1,4.10856278747015e-46,3.9248287193494e-80
2.91420909835658e-53,1.92070356355793e-26,0.999999999998912,1.08821747767908e-12,4.01075098797433e-32
3.93936238323429e-49,5.74004405954886e-50,0.999989978560998,1.00214390019316e-05,4.36821474861047e-65
2.72740487680434e-135,3.92892310555533e-46,1,9.68169607203977e-64,6.61568194577177e-34
2.94708224027508e-81,2.05252465116345e-06,9.81321585090381e-09,7.67711663416474e-33,0.999997937662133
4.96398963970824e-54,3.17849978295472e-26,0.99999999999939,6.10429995882857e-13,8.23250036664344e-32
1.82582956784084e-115,1.44951883220293e-26,6.74330236046809e-16,1.03779568766119e-78,0.999999999999999
3.60879473614826e-215,3.41435008366249e-35,1.05626684320898e-44,1.12986569860984e-130,1
8.2946282256203e-267,6.8596088604183e-46,7.22430436541993e-82,3.51209009078829e-178,1
2.21113006218614e-39,2.15435485945159e-30,0.999999962810631,3.71893689457701e-08,9.20389383120406e-38
2.62504402632827e-141,1.01204380197026e-22,0.311740561627251,1.16127801270317e-71,0.688259438372749
9.30969336790809e-159,4.39894527133525e-24,3.69572902037114e-06,1.11699223575965e-80,0.99999630427098
2.63462973082995e-130,1.49829841589534e-47,1,4.1134808871662e-62,6.24112933177255e-36
2.23493280630219e-88,4.96760660836399e-07,8.60528260697444e-11,1.49410123483232e-36,0.999999503153286
7.90492021546801e-111,9.58299230098895e-31,0.999999999998533,2.29711248770225e-61,1.46758177069416e-12
1.13613158974463e-158,4.47541367871827e-24,3.91460965158942e-06,1.23916192549577e-80,0.999996085390348
1.1050068625606e-175,8.91739264567728e-32,2.70091897640325e-33,4.28613465430368e-110,1
3.47829788228216e-151,1.17537866730111e-29,3.22944600890791e-26,2.51051708939619e-97,1
2.19727193114018e-185,1.29038143618265e-32,4.2530130883634e-36,3.76630646143489e-115,1
9.41650245336078e-41,2.35203223238979e-52,0.994554686264999,0.00544531373500088,1.70979142177991e-68
8.6872961665997e-301,4.64928352791457e-55,6.24463245548519e-114,1.74308197336263e-216,1
1.58548263857356e-125,1.45994581279366e-26,0.999998625799085,3.63420446012252e-66,1.3742009146237e-06
4.7221816773607e-53,0.000215805176609221,0.651942354713309,2.31821935602415e-18,0.347841840110081
1.19295048997123e-34,9.69687656585498e-32,0.999998693676705,1.30632329477202e-06,1.10010371924676e-39
7.10674402952783e-202,4.82762942686284e-34,7.32111756630871e-41,9.58653399107257e-124,1
9.57264019352429e-199,5.32205854032985e-40,3.32946962198045e-62,1.04175484730972e-142,1
3.39329137792421e-50,2.5755928781069e-27,0.999999999989081,1.09195998182892e-11,2.27782020894643e-33
3.34232737499527e-204,1.79414879615694e-40,8.82715432041805e-64,1.49187829988939e-145,1
5.86153813430464e-129,1.38380795704967e-25,0.999965923388846,2.7500764367821e-67,3.40766111544e-05
4.40788358448339e-190,5.06064208048979e-33,1.86860282920724e-37,1.34160705667415e-117,1
1.36499491480719e-129,9.38174434411663e-48,1,7.03979759546664e-62,3.19896541336693e-36
2.30189465424118e-120,9.94161107695063e-73,1,2.99445451637878e-53,2.96246243295342e-71
1.46426269445289e-126,5.76650126148538e-71,1,2.83363812227481e-55,9.75383507088032e-69
2.35109139102137e-24,5.56858428266565e-96,1.16749271864758e-13,0.999999999999883,1.2664470385629e-124
8.3510290590739e-99,7.27416957400389e-79,1,3.29930517607628e-46,5.15607552740525e-80
1.63141342324692e-34,8.06023162326691e-120,4.5331931865624e-17,1,1.40826153946023e-156
1.21038578956555e-155,8.18103132152098e-24,2.93320040172418e-05,4.68782678005254e-79,0.999970667995983
4.31674008149446e-137,1.27851384183677e-45,1,2.49929357935135e-64,3.56554788507997e-33
1.77645996320113e-23,8.88203918432405e-97,4.37743172362804e-14,0.999999999999956,1.40161309938964e-125
1.99626364019397e-53,2.13904226364119e-26,0.999999999999038,9.61720556033443e-13,4.67712776700141e-32
4.73220026176784e-164,1.53194648296086e-24,1.09212026873737e-07,1.94548349761717e-83,0.999999890787973
2.44294045528033e-10,1.05352845487181e-108,1.85407261667193e-20,0.999999999755706,7.02026906125911e-140
1.15250390596509e-48,4.22894550285565e-50,0.999985769807978,1.42301920217579e-05,2.82413409557471e-65
3.76891892213453e-88,5.19740495091713e-07,1.00076702898579e-10,1.96183033810019e-36,0.999999480159428
1.98240885737823e-11,1.18385987856485e-74,1.36708313642745e-11,0.999999999966505,1.10802108865497e-95
9.78953163195861e-131,1.9859129116843e-47,1,2.97694572544213e-62,9.33142402526579e-36
1.52116996940197e-96,3.69323814107087e-57,1,4.38360785940544e-51,1.19822169922463e-49
1.57410241194493e-252,1.17996633245597e-44,9.63523288747953e-78,9.70503113270621e-171,1
1.84697087281306e-163,1.01851183665425e-30,9.17984708079999e-30,1.00557178342262e-103,1
0.457858926033014,1.09081618340352e-150,1.08808079022061e-33,0.542141073966986,1.53875805527813e-193
1.81306611669641e-188,6.98054522268713e-33,5.46844809911622e-37,9.30881122136856e-117,1
1.71988979329355e-143,8.47201415761999e-44,1,2.02990477625818e-66,1.41971481996764e-30
3.52093172651142e-26,2.52330607443541e-94,8.96041950798252e-13,0.999999999999104,1.2262023536068e-122
3.57392222825606e-290,3.85383725096427e-54,7.2782842966098e-111,5.9317645603807e-211,1
2.64487420302313e-29,1.30831048617728e-157,6.17521434096901e-28,1,2.9314667623231e-205
0.999993665185049,3.17693821541362e-61,3.65510281269761e-16,6.33481495028383e-06,3.54799959920969e-75
1.55896094663418e-30,6.53403311738046e-33,0.99997112410312,2.88758968799469e-05,2.33919876518037e-41
1.39086377854981e-19,2.59490558886993e-100,5.6554549501314e-16,0.999999999999999,8.10119793816597e-130
1.37666967892796e-194,1.21864048712092e-39,5.29160356142577e-61,1.53002187741969e-140,1
4.45636058764459e-141,1.00680283519468e-22,0.349106538530548,1.48976134760573e-71,0.650893461469452
4.50356395208581e-256,5.82417067340955e-45,9.12286018593078e-79,1.38112356752332e-172,1
3.74603655406649e-213,5.10247875148173e-35,4.03895019873414e-44,1.27005045132538e-129,1
5.15143540482835e-140,8.68217060322581e-45,1,2.77327723581106e-65,5.492697193169e-32
1.9986345429513e-21,1.22076043537406e-98,4.42836715608865e-15,0.999999999999996,8.20446288491567e-128
2.93472316459166e-38,2.32447404245566e-83,6.48031795343312e-07,0.999999351968205,1.72143471891435e-109
1.93615187172821e-119,5.42315594811998e-73,1,6.00352030498548e-53,1.24709595240754e-71
6.22090004900925e-190,5.21378706890056e-33,2.06416303215686e-37,1.60547985119857e-117,1
2.96204593149563e-38,1.02941406514457e-30,0.999999913198473,8.68015269899459e-08,3.20700118019152e-38
8.68717699859458e-208,1.48617237268963e-34,1.43329991600505e-42,7.94463596796051e-127,1
1.49602304394232e-59,1.18417500423045e-24,0.99999999999999,9.60124533130665e-15,1.44072054268079e-29
2.22237353023574e-62,7.55565965392929e-24,0.999999999999999,1.14437541245978e-15,2.03048113419771e-28
5.17522161953326e-88,1.23760663448048e-126,1,1.87656426917599e-31,5.73372475894992e-147
3.2754016775675e-126,2.28692131182505e-26,0.999997391974388,2.1711945380633e-66,2.60802561223883e-06
1.21361988185493e-135,4.94714459918388e-46,1,7.4316501306923e-64,9.19286995434344e-34
6.86524379739197e-32,3.62767616548768e-56,0.0985742939025303,0.90142570609747,1.66122272707268e-73
4.96527399878866e-122,3.59331838511303e-16,9.24336723611626e-43,1.09734384200936e-74,1
0.999812780207522,1.33603871169919e-157,5.38461714892443e-39,0.000187219792478478,3.87541158917849e-201
6.89283735658913e-85,9.95588633263757e-07,8.76589255177553e-10,9.83608257115405e-35,0.999999003534778
5.19683144852189e-124,1.08435756348491e-71,1,1.92885157609194e-54,8.9764306485629e-70
5.49268014006545e-133,1.93494135657154e-24,0.998527078617862,1.32791359875461e-68,0.00147292138213774
1.27519799761387e-70,1.70876535921174e-05,1.16053833938539e-05,2.68216418236774e-27,0.999971306963014
1.55740622770861e-33,5.75488061398767e-55,0.366403754398342,0.633596245601658,4.90138585888472e-72
0.999874039611896,9.53283804024601e-59,3.09952509923429e-14,0.000125960388072395,1.82757697564109e-72
3.06995388231969e-194,2.21039668120159e-33,1.17626972664548e-38,9.1423514522176e-120,1
4.26848228620451e-201,3.33162621441466e-40,6.96991053626211e-63,6.20317127472271e-144,1
1.82975419595255e-192,3.14842105458983e-33,3.83168863692727e-38,7.69619356581211e-119,1
1.37159651421824e-53,0.000245856050564195,0.548700473813205,1.37835832985985e-18,0.45105367013623
4.22199776118241e-78,3.84949419231301e-06,8.01002777905724e-08,3.38910721901936e-31,0.99999607040553
3.43982212878942e-151,1.98604393389496e-23,0.000567348907528349,9.8166228746176e-77,0.999432651092472
