"x"
"https://web.archive.org/web/20220925041555/http://www.bjjcompsystem.com/tournaments/1869/categories/2053634"
"https://web.archive.org/web/20220925041725/http://www.bjjcompsystem.com/tournaments/1869/categories/2053635"
"https://web.archive.org/web/20220925041902/http://www.bjjcompsystem.com/tournaments/1869/categories/2053636"
"https://web.archive.org/web/20220925042115/http://www.bjjcompsystem.com/tournaments/1869/categories/2053637"
"https://web.archive.org/web/20220925042202/http://www.bjjcompsystem.com/tournaments/1869/categories/2053638"
"https://web.archive.org/web/20220925042244/http://www.bjjcompsystem.com/tournaments/1869/categories/2053639"
"https://web.archive.org/web/20220925042334/http://www.bjjcompsystem.com/tournaments/1869/categories/2053640"
"https://web.archive.org/web/20220925042424/http://www.bjjcompsystem.com/tournaments/1869/categories/2053641"
"https://web.archive.org/web/20220925042528/http://www.bjjcompsystem.com/tournaments/1869/categories/2053642"
"https://web.archive.org/web/20220925042629/https://www.bjjcompsystem.com/tournaments/1869/categories/2053643"
"https://web.archive.org/web/20220925042717/https://www.bjjcompsystem.com/tournaments/1869/categories/2053644"
"https://web.archive.org/web/20220925042836/https://www.bjjcompsystem.com/tournaments/1869/categories/2053646"
"https://web.archive.org/web/20220925042939/https://www.bjjcompsystem.com/tournaments/1869/categories/2053647"
"https://web.archive.org/web/20220925043034/http://www.bjjcompsystem.com/tournaments/1869/categories/2053648"
"https://web.archive.org/web/20220925043135/http://www.bjjcompsystem.com/tournaments/1869/categories/2053650"
"https://web.archive.org/web/20220925043228/http://www.bjjcompsystem.com/tournaments/1869/categories/2053651"
