Date,DJX,SPX,HKX,NKX,DAX,UKX
4/1/99,9184.26,1228.1,9809.17,13415.89,5252.36,5879.4
5/1/99,9311.19,1244.78,9891.06,13232.74,5253.91,5958.2
6/1/99,9544.97,1272.34,10233.8,13468.46,5443.62,6148.8
7/1/99,9537.76,1269.73,10693.57,13536.56,5323.21,6101.2
8/1/99,9643.32,1275.09,10722.7,13391.81,5392.84,6147.2
11/1/99,9619.89,1263.88,10634.27,13368.48,5270.6,6085
12/1/99,9474.68,1239.51,10711.56,13360.97,5200.1,6033.6
01/13/99,9349.56,1234.4,10273.77,13403.6,4931.8,5850.1
01/14/99,9120.93,1212.19,10183.13,13738.86,4912.75,5820.2
01/15/99,9340.55,1243.26,10147.4,13738.86,4960.22,5941
01/18/99,9340.55,1243.26,10402.54,13805.06,5050.4,6123.9
01/19/99,9355.22,1252,10290.11,13770.44,5073.15,6027.6
01/20/99,9335.92,1256.62,10314.91,14028.05,5143.06,6105.6
01/21/99,9264.07,1235.16,10048.57,14245.42,5156.67,6022.3
01/22/99,9120.67,1225.19,9738.52,14154.4,5019.28,5861.2
01/25/99,9203.31,1233.98,9499.5,14208.81,4982.45,5880.9
01/26/99,9324.58,1252.31,9509.83,14382.01,4986.8,5885.7
01/27/99,9200.23,1243.17,9719.66,14450.06,5061.18,5876.4
01/28/99,9281.33,1265.37,9360.96,14342.32,5096.41,5872.5
01/29/99,9358.82,1279.64,9506.9,14499.25,5159.96,5896
1/2/99,9345.69,1273,9599.55,14465.18,5190.82,6012.4
2/2/99,9274.12,1261.99,9502.72,14349.83,5166.87,6013
3/2/99,9366.82,1272.07,9419.85,14161.31,5085.66,5940.3
4/2/99,9304.5,1248.49,9438.65,14086.85,5077.85,5939.9
5/2/99,9304.24,1239.4,9190.2,13898.08,5080.77,5855.3
8/2/99,9291.11,1243.77,9139.6,13992.49,5027.22,5834.9
9/2/99,9133.03,1216.14,9244.49,13902.66,4904.35,5779.9
10/2/99,9177.31,1223.55,9076.33,13952.4,4796.82,5770.2
11/2/99,9363.45,1254.04,9146.8,13952.4,4839.33,5888.5
12/2/99,9274.89,1230.13,9425.42,13973.69,4888.74,5950.7
02/15/99,9274.89,1230.13,9402.39,14054.72,4879.55,6023.2
02/16/99,9297.03,1241.87,9402.39,14232.64,4904.68,6108.6
02/17/99,9195.47,1224.03,9402.39,14158.67,4810.09,6078.4
02/18/99,9298.63,1237.28,9402.39,14146.79,4845.08,6074.9
02/19/99,9339.95,1239.22,9254.12,14098.04,4802.38,6031.2
02/22/99,9552.67,1272.14,9229.34,14256.67,4845.18,6069.9
02/23/99,9544.41,1271.18,9433.99,14500.65,4987.56,6155.2
02/24/99,9399.66,1253.41,9677.57,14355.45,5062.31,6307.6
02/25/99,9366.34,1245.02,9658.07,14470.45,4958.58,6206.5
02/26/99,9306.57,1238.33,9858.49,14367.54,4911.81,6175.1
1/3/99,9324.78,1236.16,10020.46,14221.75,4784.31,6060.9
2/3/99,9297.61,1225.5,9913.58,13921.06,4804.02,6061.3
3/3/99,9275.88,1227.7,9922.4,14170.36,4697.67,6048.3
4/3/99,9467.4,1246.64,9912.76,14183.45,4678.72,6101.4
5/3/99,9736.07,1275.47,10241.12,14894,4839.09,6205.5
8/3/99,9727.61,1282.73,10263.99,14779.05,4788.69,6208.8
9/3/99,9693.75,1279.84,10532.95,15096.7,4758.46,6237.7
10/3/99,9772.84,1286.84,10749.01,15480,4721.41,6241.5
11/3/99,9897.44,1297.68,10662.81,15502.14,4754.41,6335.7
12/3/99,9876.35,1294.59,10801.76,15488.86,5008.16,6282.2
03/15/99,9958.77,1307.26,10836.86,15779.6,5029.24,6206.8
03/16/99,9930.47,1306.38,10911.25,16072.82,5094.63,6201.9
03/17/99,9879.4,1297.82,10940.07,16268.11,5077.43,6140.6
03/18/99,9997.62,1316.55,10659.32,15717.92,5013.62,6114.3
03/19/99,9903.55,1299.29,11082.92,16378.78,5099.48,6163.2
03/22/99,9890.5,1297.01,11107.24,16378.78,5027.06,6152.8
03/23/99,9671.83,1262.14,11041.01,16019.1,4915.03,6060.5
03/24/99,9666.84,1268.59,10711.34,15515.47,4780.13,6016.7
03/25/99,9836.39,1289.99,10826.13,15986.04,4863.81,6085
03/26/99,9822.24,1282.8,10803.31,16016.99,4775.17,6139.2
03/29/99,10006.78,1310.17,10688.47,16008.84,4876.92,6252.9
03/30/99,9913.26,1300.75,10940.21,15859.12,4856.84,6264.1
03/31/99,9786.16,1286.37,10942.2,15836.59,4884.2,6295.3
1/4/99,9832.5,1293.72,11072.98,16327.56,4914.59,6330
2/4/99,9832.5,1293.72,11072.98,16290.19,4914.59,6330
5/4/99,10007.33,1321.12,11072.98,16334.78,4914.59,6330
6/4/99,9963.49,1317.89,11072.98,16479.71,4965.29,6415.3
7/4/99,10085.31,1326.89,11614.87,16554.5,5052.27,6473.2
8/4/99,10197.7,1343.98,11727.84,16846.69,5068.75,6437.9
9/4/99,10173.83,1348.35,11914.1,16855.63,5124.18,6472.8
12/4/99,10339.51,1358.64,11744.74,16507.4,5159.16,6441.2
04/13/99,10395.01,1349.82,11899.69,16715.16,5199.18,6513.1
04/14/99,10411.66,1328.44,11834.13,16764.68,5182.16,6493.6
04/15/99,10462.72,1322.86,11962.23,16727.08,5181.01,6466.1
04/16/99,10493.89,1319,12490.3,16851.58,5155.35,6420.6
04/19/99,10440.53,1289.48,12766.44,16674.21,5220.15,6515.3
04/20/99,10448.55,1306.17,12409.78,16697.11,5087.29,6319.8
04/21/99,10581.42,1336.12,12543.76,16495.02,5163.29,6311
04/22/99,10727.18,1358.82,12933.54,16665.88,5218.82,6413.6
04/23/99,10689.67,1356.85,12905.3,16923.25,5195.42,6428
04/26/99,10718.59,1360.04,13127.02,16918.51,5256.22,6503.6
04/27/99,10831.71,1362.8,13364.79,16957.27,5347.5,6593.6
04/28/99,10845.45,1350.91,13133.39,16942.24,5348.61,6598.8
04/29/99,10878.38,1342.83,13179.7,16942.24,5334.42,6497.6
04/30/99,10789.04,1335.18,13333.2,16701.53,5393.11,6552.2
3/5/99,11014.69,1354.63,13337.07,16701.53,5377.56,6552.2
4/5/99,10886.12,1332,13559.69,16701.53,5383.21,6533.1
5/5/99,10955.42,1347.31,13586.21,16701.53,5307.22,6401.7
6/5/99,10946.82,1332.05,13570.24,17300.61,5274.45,6406.6
7/5/99,11031.59,1345,12997.43,16946.52,5297.38,6356
10/5/99,11007.24,1340.3,13163.2,16977.01,5205.95,6348.8
11/5/99,11026.14,1355.61,12874.37,16743.18,5249.15,6378.3
12/5/99,11000.37,1364,13012.97,16947.36,5248.02,6343.1
05/13/99,11107.19,1367.56,13053.67,16851.25,5248.02,6456.6
05/14/99,10913.32,1337.8,12855.52,16810.39,5173.25,6300.4
05/17/99,10853.47,1339.49,12588.6,16421.02,5114.47,6165.8
05/18/99,10836.95,1333.32,12627.1,16378.62,5154.94,6206.4
05/19/99,10887.39,1344.23,12403.14,16128.18,5181.51,6266.7
05/20/99,10866.74,1338.83,12375.42,16199.99,5235.64,6368.2
05/21/99,10829.28,1330.29,12272.14,16292.98,5264.68,6353.1
05/24/99,10654.68,1306.65,12436.86,16390.49,5264.68,6322.1
05/25/99,10531.09,1284.4,12346.91,16214.23,5143.1,6249.3
05/26/99,10702.16,1304.76,12409.16,16230.52,5160.44,6236.8
05/27/99,10466.93,1281.41,12308.53,16177.19,5083.83,6199.5
05/28/99,10559.75,1301.84,12059.25,15972.68,5068.73,6226.2
05/31/99,10559.75,1301.84,12147.12,16111.65,5069.83,6226.2
1/6/99,10596.26,1294.26,12363.56,16408.5,5021.24,6250
2/6/99,10577.9,1294.81,12458.64,16417.99,4997.83,6302.2
3/6/99,10663.7,1299.54,12471.61,16227.5,4997.83,6348.6
4/6/99,10799.84,1327.75,12415.54,16300.75,5107.81,6361.5
7/6/99,10909.39,1334.52,12837.39,16475.89,5190.15,6412
8/6/99,10765.65,1317.33,12864.86,16562.92,5211.08,6431.5
9/6/99,10690.29,1318.64,12874.42,16622.5,5253.89,6453
10/6/99,10621.27,1302.82,12839.21,17102.62,5206.47,6403.4
11/6/99,10490.51,1293.64,12992.76,17198.55,5262.15,6484.8
06/14/99,10563.33,1294,13007.57,17188.82,5268.87,6430.1
06/15/99,10594.99,1301.16,12935.41,17282,5342.86,6451.2
06/16/99,10784.96,1330.41,13155.12,17210.18,5381.25,6504.9
06/17/99,10841.63,1339.9,13408.27,17470.45,5412,6493.6
06/18/99,10855.56,1342.84,13408.27,17431.26,5430.32,6527.8
06/21/99,10815.99,1349,13994.23,17738.85,5468.47,6581.2
06/22/99,10721.64,1335.88,14004.88,17777.62,5468.67,6552.4
06/23/99,10666.87,1333.06,13976.04,17586.75,5399.11,6496.5
06/24/99,10534.84,1315.78,13780.12,17628.32,5327.6,6416.7
06/25/99,10552.57,1315.31,13784.51,17436.52,5301.21,6435.4
06/28/99,10655.15,1331.35,13840.29,17610.58,5356.95,6405.7
06/29/99,10815.35,1351.45,13765.49,17782.79,5359.53,6307.1
06/30/99,10970.81,1372.71,13532.14,17529.74,5378.52,6318.5
1/7/99,11066.43,1380.96,13532.14,17860.75,5480.22,6488.9
2/7/99,11139.25,1391.22,14184.58,17932.47,5519.05,6491.9
5/7/99,11139.25,1391.22,14506.74,18135.06,5625.62,6592
6/7/99,11135.13,1388.12,14372.61,18050.73,5612.9,6620.6
7/7/99,11187.37,1395.86,14257.44,17958.9,5588.5,6597.4
8/7/99,11126.9,1394.42,14226.3,17967.65,5607.1,6557.3
9/7/99,11193.7,1403.28,14222.57,17937.73,5638.95,6562.6
12/7/99,11200.98,1399.1,14061.84,18274.18,5652.02,6545.5
07/13/99,11175.02,1393.56,13980.93,18181.09,5573.82,6445.6
07/14/99,11148.11,1398.17,13575.57,18357.86,5610.89,6473.1
07/15/99,11186.42,1409.62,13758.89,18431.86,5619.26,6575
07/16/99,11209.85,1418.78,13545.24,18248.3,5619.94,6563.2
07/19/99,11187.68,1407.65,13447.13,18532.58,5624.74,6483.7
07/20/99,10996.14,1377.1,13600.4,18532.58,5491.29,6392
07/21/99,11002.78,1379.29,13419.66,18257.52,5414.17,6329.8
07/22/99,10969.22,1360.97,13369.06,17730.34,5340.91,6297.8
07/23/99,10910.97,1356.94,13093.7,17534.44,5310.63,6207.4
07/26/99,10863.16,1347.76,12866.52,17491.34,5206.44,6169.1
07/27/99,10979.04,1362.84,13075.09,17462.72,5224.16,6262.8
07/28/99,10972.08,1365.4,13140.42,17579.91,5229.56,6297.2
07/29/99,10791.29,1341.03,13117.84,17869.92,5052.32,6117.5
07/30/99,10655.15,1328.72,13186.86,17861.86,5101.87,6231.9
2/8/99,10645.97,1328.05,13435.43,17825.7,5129.5,6288.3
3/8/99,10677.31,1322.18,13473.84,17969.93,5107.68,6250.6
4/8/99,10674.78,1305.33,13591.02,17685.38,5119.37,6235.4
5/8/99,10793.82,1313.71,13254.34,17358.19,4978.45,6101.6
6/8/99,10714.04,1300.29,13167.06,17084.24,5010.47,6121
9/8/99,10707.71,1297.8,12945.47,17190.45,5087.3,6126.4
10/8/99,10655.15,1281.43,12596.71,17202.09,5000.87,5978.4
11/8/99,10787.81,1301.93,12437.8,17211.16,5019.69,6014.4
12/8/99,10789.39,1298.16,12779.75,17422.97,5127.43,6153.3
08/13/99,10973.66,1327.68,12608.18,17435.17,5219.43,6245.1
08/16/99,11046.8,1330.77,12894.78,17826.03,5257.1,6235.4
08/17/99,11117.08,1344.16,12783.16,17860.09,5259.91,6166.4
08/18/99,10991.39,1332.84,12993.1,17892.26,5230.47,6201.8
08/19/99,10963.84,1323.59,13403.59,17879.74,5186.85,6118
08/20/99,11100.62,1336.61,13566.74,18098.11,5254.14,6180.8
08/23/99,11299.76,1360.22,13573.66,18233.55,5301.98,6322.1
08/24/99,11283.3,1363.5,13633.87,18095.41,5324.02,6315.1
08/25/99,11326.04,1381.79,13479.13,17855.16,5400.32,6369.5
08/26/99,11198.45,1362.01,13608.38,17666.29,5389.34,6383.9
08/27/99,11090.17,1348.27,13383.13,17599.37,5420.36,6375.2
08/30/99,10914.13,1324.02,13688.66,17918.97,5392.53,6375.2
08/31/99,10829.28,1320.41,13482.77,17436.56,5270.77,6246.4
1/9/99,10937.88,1331.07,13544.19,17802.48,5317.12,6276.2
2/9/99,10843.21,1319.11,13367.56,17631.25,5189.92,6195.6
3/9/99,11078.46,1357.24,13178.31,17629.99,5336.22,6332.1
6/9/99,11078.46,1357.24,13385.16,17756.51,5400.55,6375.7
7/9/99,11034.13,1350.45,13396.09,17707.5,5391.36,6309.5
8/9/99,11036.35,1344.15,13356.63,17641.38,5400.7,6253.6
9/9/99,11079.4,1347.66,13854.88,17677.56,5436.86,6260.6
10/9/99,11028.43,1351.66,13855.93,17711.02,5483.95,6191
09/13/99,11030.33,1344.13,13860.85,17909.29,5446.91,6169
09/14/99,10910.34,1336.29,13804.03,17777.22,5401.47,6116
09/15/99,10801.42,1317.97,13430.6,17777.22,5387.18,6067.7
09/16/99,10737.47,1318.48,13430.6,17291.59,5304.42,6014.6
09/17/99,10803.64,1335.42,13484.84,17342.27,5303.94,6039.8
09/20/99,10823.9,1335.53,13472.37,17575.26,5351.98,6056.5
09/21/99,10598.48,1307.58,13420.46,17932.79,5282.76,5957.3
09/22/99,10524.07,1310.51,13187.62,17325.76,5238.76,5913.9
09/23/99,10318.6,1280.41,13214.44,17325.76,5299.57,5969.7
09/24/99,10279.34,1277.36,13032.07,16871.73,5186.53,5937.6
09/27/99,10303.4,1283.31,12760.46,16821.06,5239.64,6078.6
09/28/99,10275.54,1282.2,12844.93,17325.7,5119.1,6007.2
09/29/99,10213.48,1268.37,12834.89,17282.28,5135.62,6020.6
09/30/99,10336.96,1282.71,12733.24,17605.46,5149.83,6029.8
1/10/99,10273,1282.81,12733.24,17712.56,5124.55,5970.7
4/10/99,10401.23,1304.6,12875.86,17763.71,5218.86,6052.9
5/10/99,10400.6,1301.35,12998.89,17784.15,5301.85,6084.5
6/10/99,10588.35,1325.4,13017.98,17896.42,5353.32,6097.5
7/10/99,10537.06,1317.64,13113.2,18136.55,5419.31,6200.4
8/10/99,10649.77,1336.02,13112.42,18062.18,5419.26,6199.4
11/10/99,10648.18,1335.21,12992.72,18062.18,5414.5,6234.8
12/10/99,10417.06,1313.04,12759.35,18090.81,5358.46,6174.8
10/13/99,10232.16,1285.55,12475.87,17754.49,5295.43,6113.4
10/14/99,10286.62,1283.42,12486.82,17780.26,5220.29,6039.4
10/15/99,10019.72,1247.41,12299.08,17601.57,5184.23,5907.3
10/18/99,10116.28,1254.13,12299.08,17275.33,5156.28,5869.2
10/19/99,10204.93,1261.32,12134.13,17254.17,5296.91,5993.7
10/20/99,10392.36,1289.43,12498.56,17534.71,5291.23,6006.7
10/21/99,10297.7,1283.61,12523,17448.27,5246.49,5939.3
10/22/99,10470.25,1301.65,12863.08,17438.8,5357.75,6058.9
10/25/99,10349.94,1293.63,13034.18,17648.79,5320.4,6009.4
10/26/99,10302.13,1281.91,12797.38,17671.79,5388.76,6092.4
10/27/99,10394.9,1296.71,12709.07,17382.36,5363.86,6045.7
10/28/99,10622.54,1342.44,12758.88,17413.71,5478.89,6149.1
10/29/99,10729.87,1362.93,13256.95,17942.08,5525.4,6255.7
1/11/99,10648.52,1354.12,13322.11,17996.92,5524.92,6284
2/11/99,10581.84,1347.74,13335.84,17991.96,5546.95,6252
3/11/99,10609.07,1354.93,13257.33,17991.96,5560.87,6280.8
4/11/99,10639.65,1362.64,13651.51,18348.13,5635.62,6331.3
5/11/99,10704.49,1370.23,13610.27,18354.9,5658.1,6356.6
8/11/99,10718.86,1377.01,13521.11,18240.98,5647.94,6374.3
9/11/99,10617.32,1365.28,13669.7,18292.16,5694.73,6435.5
10/11/99,10597.75,1373.46,13975.54,18567.87,5742.42,6447
11/11/99,10595.3,1381.46,14105.71,18327.28,5802.36,6551.4
12/11/99,10769.32,1396.06,14189.67,18258.55,5791.05,6511.6
11/15/99,10760.76,1394.39,14562.22,18198.09,5859.29,6533.6
11/16/99,10932.33,1420.07,14689.46,18155.14,5909.52,6583
11/17/99,10883.09,1410.71,14704.48,18274.82,5870.17,6555.7
11/18/99,11035.7,1424.94,14721.74,18532.81,5950.05,6550.8
11/19/99,11003.9,1422,15073.1,18570.84,5955.97,6482.3
11/22/99,11089.53,1420.94,15285.03,18822.12,5819.89,6442
11/23/99,10995.64,1404.64,15393.2,18822.12,5814.74,6534.2
11/24/99,11008.18,1417.08,15307.28,18896.21,5818.73,6561.8
11/25/99,11008.18,1417.08,14998.77,18721.78,5961.45,6682.8
11/26/99,10988.91,1416.62,15274.53,18914.5,5958.07,6684.8
11/29/99,10947.93,1407.83,15461.11,18850.27,5888.88,6692.3
11/30/99,10877.81,1388.91,15377.19,18558.23,5896.04,6597.2
1/12/99,10998.39,1397.72,15422.52,18495.95,5933.84,6646
2/12/99,11039.07,1409.04,15603.04,18514.41,5937.2,6653.7
3/12/99,11286.18,1433.3,15840.41,18368.14,6119.17,6742.2
6/12/99,11225.02,1423.33,16168.62,18507.2,6142.19,6694
7/12/99,11106.66,1409.17,16073.09,18593.96,6158.77,6660.9
8/12/99,11068.12,1403.88,15989.38,18401.2,6115.59,6619.4
9/12/99,11134.79,1408.11,16370.95,18260.72,6118.06,6680.8
10/12/99,11224.71,1417.04,16380.21,18271.85,6097.9,6739.5
12/13/99,11192.6,1415.22,16442.11,18205.08,6127.2,6710.7
12/14/99,11160.18,1403.17,16282.7,18165.55,6187.99,6702.1
12/15/99,11225.32,1413.32,15825.31,18138.36,6232.75,6633.8
12/16/99,11244.89,1418.78,15571.36,18111.31,6341.29,6672
12/17/99,11257.43,1421.03,15986.35,18095.12,6353.9,6724.6
12/20/99,11144.28,1418.09,16212.39,18175.49,6378.66,6731.2
12/21/99,11200.55,1433.43,16248.74,18080.38,6418.68,6707.5
12/22/99,11203.61,1436.13,16192.4,18461.93,6492.53,6728.6
12/23/99,11405.76,1458.34,16296.08,18461.93,6782.39,6776.8
12/24/99,11405.76,1458.34,16833.28,18584.95,6782.39,6806.5
12/27/99,11391.08,1457.1,16833.28,18546.9,6837.41,6806.5
12/28/99,11476.71,1457.66,16928.29,18783.52,6861.54,6806.5
12/29/99,11484.67,1463.46,16660.82,18810.58,6859.58,6835.9
12/30/99,11452.86,1464.47,16962.1,18934.34,6958.14,6930.2
12/31/99,11497.12,1469.25,16962.1,18934.34,6958.14,6930.2
3/1/00,11357.51,1455.22,17369.63,18934.34,6750.76,6930.2
4/1/00,10997.94,1399.42,17072.82,19002.86,6586.95,6665.9
5/1/00,11122.66,1402.11,15846.72,18542.55,6502.07,6535.9
6/1/00,11253.27,1403.45,15153.23,18168.27,6474.92,6447.2
7/1/00,11522.56,1441.47,15405.63,18193.41,6780.96,6504.8
10/1/00,11572.2,1457.6,15848.15,18193.41,6925.52,6607.7
11/1/00,11511.09,1438.56,15862.1,18850.92,6891.25,6518.9
12/1/00,11551.11,1432.25,15714.2,18677.42,6912.81,6532.8
01/13/00,11582.44,1449.68,15633.96,18833.29,6955.98,6531.5
01/14/00,11722.98,1465.15,15542.23,18956.55,7173.22,6658.2
01/17/00,11722.98,1465.15,15574.56,19437.23,7258.9,6669.5
01/18/00,11560.73,1455.14,15789.2,19196.57,7072.12,6504.6
01/19/00,11489.37,1455.9,15275.34,18897.75,7091.04,6445.4
01/20/00,11351.3,1445.57,15215.31,19008.01,7112.66,6348.7
01/21/00,11251.72,1441.36,15108.41,18878.09,6992.75,6346.3
01/24/00,11008.17,1401.53,15167.55,19056.71,6931.99,6379.8
01/25/00,11029.89,1410.03,15103.04,18895.53,6809.64,6274.1
01/26/00,11032.99,1404.09,15427.72,19111.19,6969.37,6375.6
01/27/00,11028.03,1398.56,15917.81,19209.72,7126.13,6441
01/28/00,10738.88,1360.16,16185.94,19434.78,7066.6,6375.6
01/31/00,10940.54,1394.46,15532.34,19539.7,6835.6,6268.5
1/2/00,11041.06,1409.28,15653.86,19423.38,7050.46,6290.9
2/2/00,11003.21,1409.12,15789.82,19578.91,7171.95,6302.8
3/2/00,11013.45,1424.97,15968.12,19786.42,7354.26,6324.3
4/2/00,10963.81,1424.37,15968.12,19763.13,7444.61,6185
7/2/00,10905.79,1424.24,15968.12,19945.43,7296.32,6118.6
8/2/00,10957.61,1441.72,16228.73,19868.88,7549.88,6285.8
9/2/00,10699.17,1411.7,16819.46,20007.77,7629.11,6315.4
10/2/00,10643.64,1416.83,16845.17,19710.02,7709.27,6279.8
11/2/00,10425.22,1387.12,17380.3,19710.02,7611.55,6193.3
02/14/00,10519.85,1389.94,17188.96,19556.46,7644.8,6068.6
02/15/00,10718.1,1402.05,16688.16,19367.83,7396.13,6005.2
02/16/00,10561.42,1387.67,17043.39,19599.18,7490.32,6147.4
02/17/00,10514.57,1388.26,16981.23,19791.4,7580.53,6209.3
02/18/00,10219.53,1346.09,16599.16,19789.03,7573.78,6165
02/21/00,10219.53,1346.09,16322.37,19543.75,7590.53,6081.6
02/22/00,10304.85,1352.17,16255.17,19390.58,7607.94,6014.7
02/23/00,10225.73,1360.69,16376.79,19519.55,7698.97,6144.1
02/24/00,10092.64,1353.43,17058.66,19571.44,7640.53,6086.7
02/25/00,9862.12,1333.36,17200.98,19817.88,7738.68,6198
02/28/00,10038.66,1348.05,16984.44,19720.1,7587.13,6099.6
02/29/00,10128.31,1366.42,17169.44,19959.52,7644.55,6232.6
1/3/00,10137.93,1379.19,16843.59,20081.67,7727.93,6364.9
2/3/00,10164.92,1381.76,16936.81,20065.11,7945.77,6432.1
3/3/00,10367.2,1409.17,17285.24,19927.54,7960.03,6487.5
6/3/00,10170.51,1391.28,17758.76,19796.35,7975.78,6567.8
7/3/00,9796.04,1355.62,17865.36,19944.24,8064.97,6466.5
8/3/00,9856.54,1366.7,17951.43,19766.8,7987,6411.2
9/3/00,10010.73,1401.69,17637.03,19662.33,7949.15,6532.1
10/3/00,9928.83,1395.07,17831.86,19750.4,7975.95,6568.7
03/13/00,9947.13,1383.62,17096.68,19189.93,7693.85,6466.9
03/14/00,9811.24,1359.15,16929.16,19141.84,7650.05,6487.1
03/15/00,10131.42,1392.15,16747.2,19078.6,7414.46,6447
03/16/00,10630.61,1458.47,16359,19253.23,7583.96,6557.2
03/17/00,10595.24,1464.47,17082.99,19566.32,7710.92,6558
03/20/00,10680.25,1456.63,17234.46,19566.32,7872.38,6624.5
03/21/00,10907.35,1493.87,17199.98,19602.36,7807.93,6617.9
03/22/00,10866.7,1500.64,17547.04,19733.59,7798.62,6609.6
03/23/00,11119.86,1527.35,17710.58,19704.6,7694.78,6594.6
03/24/00,11112.73,1527.46,17784.57,19958.08,7932.42,6738.5
03/27/00,11025.86,1523.86,18292.86,20281.03,7892.49,6687.2
03/28/00,10936.12,1507.73,18301.69,20374.34,7931.93,6650.1
03/29/00,11018.72,1508.52,18096.37,20706.65,7864.76,6598.8
03/30/00,10980.25,1487.92,17467.15,20441.5,7644.89,6445.2
03/31/00,10921.93,1498.58,17406.54,20337.32,7599.39,6540.2
3/4/00,11221.94,1505.97,16892.93,20726.99,7429.22,6462.1
4/4/00,11164.85,1494.73,16892.93,20594.93,7522.8,6427
5/4/00,11033.93,1487.37,16318.44,20462.77,7330.77,6379.3
6/4/00,11114.28,1501.34,16491.39,20223.61,7446.21,6451.1
7/4/00,11111.49,1516.35,16941.68,20252.81,7522.2,6569.9
10/4/00,11186.57,1504.46,16850.74,20619.06,7516.95,6533.4
11/4/00,11287.09,1500.59,16487.66,20522.52,7442.66,6379.2
12/4/00,11125.14,1467.17,16577.09,20833.21,7443.07,6350.8
04/13/00,10923.55,1440.51,16352.56,20526.42,7449.06,6357
04/14/00,10305.78,1356.56,16142.76,20434.68,7214.83,6178.1
04/17/00,10582.52,1401.44,14762.37,19008.64,7187.14,5994.6
04/18/00,10767.42,1441.61,15278.32,18969.52,7196.49,6074
04/19/00,10674.97,1427.47,15427.2,19086.62,7216.71,6184.9
04/20/00,10844.06,1434.54,15367.14,18959.32,7157.95,6241.2
04/21/00,10844.06,1434.54,15367.14,18252.68,7157.95,6241.2
04/24/00,10906.1,1429.86,15367.14,18480.15,7157.95,6241.2
04/25/00,11124.83,1477.44,15380.01,18272.33,7280.51,6283
04/26/00,10945.5,1460.99,15227.39,18134.31,7388.55,6256.5
04/27/00,10888.11,1464.92,15192.87,18019.17,7221.74,6179.3
04/28/00,10733.92,1452.43,15519.3,17973.7,7414.68,6327.4
1/5/00,10811.79,1468.25,15519.3,18403.08,7414.68,6327.4
2/5/00,10731.13,1446.29,15817.76,18439.36,7555.92,6373.4
3/5/00,10480.13,1415.1,15577.47,18439.36,7376.93,6184.8
4/5/00,10412.5,1409.57,15314.07,18439.36,7386.71,6199.6
5/5/00,10577.86,1432.63,15268.64,18439.36,7530.82,6238.8
8/5/00,10603.64,1424.17,14901,18199.96,7408.09,6216.3
9/5/00,10536.75,1412.14,14776.9,17844.54,7280.54,6123.8
10/5/00,10367.79,1383.05,14492.92,17701.47,7120.86,6100.6
11/5/00,10545.97,1407.81,14492.92,16882.46,7259.48,6245.9
12/5/00,10609.37,1420.96,15111.94,17357.86,7269.28,6283.5
05/15/00,10807.78,1452.36,14881.3,17313.69,7195.15,6247.7
05/16/00,10934.57,1466.04,15160.29,17551.25,7371.06,6318.4
05/17/00,10769.74,1447.8,14827.81,17404.03,7211.51,6196.2
05/18/00,10777.28,1437.21,14322.6,17031.63,7181.58,6232.9
05/19/00,10626.86,1406.95,14478.26,16858.17,6989.03,6045.4
05/22/00,10542.55,1400.72,14140.73,16386.01,6912.96,6035.5
05/23/00,10422.28,1373.86,14257.18,16318.73,6927.69,6086.8
05/24/00,10535.35,1399.05,13933.98,16044.44,6834.88,6118.6
05/25/00,10323.92,1381.52,13921.06,16247.82,6978.87,6231.1
05/26/00,10299.24,1378.02,13722.7,16008.14,6938.33,6216.9
05/29/00,10299.24,1378.02,13975.07,16245.44,7016.66,6216.9
05/30/00,10527.14,1422.45,13990.9,16228.9,7119.26,6359.6
05/31/00,10522.34,1420.6,14713.86,16332.45,7109.67,6359.3
1/6/00,10652.2,1448.81,14941.19,16694.3,7272.76,6470.5
2/6/00,10794.76,1477.26,15284.1,16800.06,7438.95,6626.4
5/6/00,10815.31,1467.63,15861.68,17201.79,7408.02,6546.7
6/6/00,10735.58,1457.84,15861.68,17170.08,7359.8,6546.8
7/6/00,10812.87,1471.36,15900.06,17144.96,7292.98,6503.8
8/6/00,10668.73,1461.67,15876.93,17004.34,7243.13,6496.6
9/6/00,10614.07,1456.95,16120.26,16861.91,7254.53,6443.8
12/6/00,10564.21,1446,16055.05,16980.61,7235.64,6430.9
06/13/00,10621.85,1469.44,15692.94,16914.95,7268.91,6447.1
06/14/00,10687.96,1470.54,15857.07,16654.42,7350.94,6536.3
06/15/00,10714.83,1478.73,16080.34,16338.7,7328.62,6490.8
06/16/00,10449.31,1464.46,16434.38,16318.31,7131.4,6526
06/19/00,10557.85,1486,16267.47,16591.35,7198.8,6490.2
06/20/00,10435.17,1475.95,16086.74,16907.55,7227.27,6526.9
06/21/00,10497.75,1479.13,16238.14,17210.08,7100.09,6477.8
06/22/00,10376.12,1452.18,15952.36,17106.01,7053.67,6413.8
06/23/00,10404.76,1441.48,15738.08,16963.21,6980.41,6391.5
06/26/00,10543,1455.31,15978.91,16925.4,7027.19,6405.2
06/27/00,10504.47,1450.55,16155.77,17279.06,7048.96,6375.3
06/28/00,10527.8,1454.82,16438.42,17370.17,7056.05,6313.5
06/29/00,10398.04,1442.39,16286.8,17475.9,6874.54,6239
06/30/00,10447.9,1454.6,16155.78,17411.05,6898.21,6312.7
3/7/00,10560.68,1469.54,16124.97,17614.66,6958.96,6470.4
